,Unnamed: 0,date_implement,policy,metric_change,state
877,20,2020-07-01,H6_Facial Coverings,2.0,Pennsylvania
878,21,2020-11-18,H6_Facial Coverings,-1.0,Pennsylvania
879,22,2020-12-16,H7_Vaccination policy,2.0,Pennsylvania
880,0,2020-03-13,C1_School closing,1.0,Rhode Island
881,1,2020-03-16,C1_School closing,2.0,Rhode Island
882,2,2020-09-14,C1_School closing,-1.0,Rhode Island
883,3,2020-03-12,C2_Workplace closing,1.0,Rhode Island
884,4,2020-06-01,C2_Workplace closing,-1.0,Rhode Island
885,5,2020-03-12,C3_Cancel public events,2.0,Rhode Island
886,6,2020-07-29,C3_Cancel public events,-1.0,Rhode Island
887,7,2020-08-28,C3_Cancel public events,1.0,Rhode Island
888,8,2020-03-16,C4_Restrictions on gatherings,3.0,Rhode Island
889,9,2020-03-21,C4_Restrictions on gatherings,1.0,Rhode Island
890,10,2020-06-01,C4_Restrictions on gatherings,-1.0,Rhode Island
891,11,2020-03-16,C6_Stay at home requirements,1.0,Rhode Island
892,12,2020-05-08,C6_Stay at home requirements,-1.0,Rhode Island
893,13,2020-03-16,C7_Restrictions on internal movement,1.0,Rhode Island
894,14,2020-03-02,C8_International travel controls,3.0,Rhode Island
895,15,2020-01-31,H1_Public information campaigns,2.0,Rhode Island
896,16,2020-01-21,H2_Testing policy,1.0,Rhode Island
897,17,2020-03-02,H2_Testing policy,-1.0,Rhode Island
898,18,2020-01-21,H3_Contact tracing,1.0,Rhode Island
899,19,2020-04-04,H6_Facial Coverings,1.0,Rhode Island
900,20,2020-12-14,H7_Vaccination policy,1.0,Rhode Island
901,0,2020-03-13,C1_School closing,1.0,South Carolina
902,1,2020-03-16,C1_School closing,2.0,South Carolina
903,2,2020-08-17,C1_School closing,-1.0,South Carolina
904,3,2020-03-12,C2_Workplace closing,1.0,South Carolina
905,4,2020-04-20,C2_Workplace closing,-1.0,South Carolina
906,5,2020-03-15,C3_Cancel public events,1.0,South Carolina
907,6,2020-06-11,C3_Cancel public events,-1.0,South Carolina
908,7,2020-03-15,C4_Restrictions on gatherings,3.0,South Carolina
909,8,2020-03-23,C4_Restrictions on gatherings,1.0,South Carolina
910,9,2020-05-27,C4_Restrictions on gatherings,-1.0,South Carolina
911,10,2020-06-11,C4_Restrictions on gatherings,-3.0,South Carolina
912,11,2020-08-02,C4_Restrictions on gatherings,4.0,South Carolina
913,12,2020-11-25,C4_Restrictions on gatherings,-2.0,South Carolina
914,13,2020-03-19,C5_Close public transport,1.0,South Carolina
915,14,2020-05-30,C5_Close public transport,-1.0,South Carolina
916,15,2020-03-26,C6_Stay at home requirements,2.0,South Carolina
917,16,2020-05-04,C6_Stay at home requirements,-1.0,South Carolina
918,17,2020-03-16,C7_Restrictions on internal movement,1.0,South Carolina
919,18,2020-05-01,C7_Restrictions on internal movement,-1.0,South Carolina
920,19,2020-03-02,C8_International travel controls,3.0,South Carolina
921,20,2020-01-29,H1_Public information campaigns,1.0,South Carolina
922,21,2020-01-21,H2_Testing policy,1.0,South Carolina
923,22,2020-03-02,H2_Testing policy,-1.0,South Carolina
924,23,2020-01-21,H3_Contact tracing,1.0,South Carolina
925,24,2020-04-04,H6_Facial Coverings,1.0,South Carolina
926,25,2020-12-13,H6_Facial Coverings,-1.0,South Carolina
927,26,2020-12-14,H7_Vaccination policy,1.0,South Carolina
928,0,2020-03-12,C1_School closing,2.0,South Dakota
929,1,2020-03-16,C1_School closing,1.0,South Dakota
930,2,2020-08-19,C1_School closing,-1.0,South Dakota
931,3,2020-03-12,C2_Workplace closing,1.0,South Dakota
932,4,2020-05-02,C2_Workplace closing,-1.0,South Dakota
933,5,2020-10-23,C2_Workplace closing,2.0,South Dakota
934,6,2020-10-30,C2_Workplace closing,-2.0,South Dakota
935,7,2020-03-15,C3_Cancel public events,1.0,South Dakota
936,8,2020-04-28,C3_Cancel public events,-1.0,South Dakota
937,9,2020-03-23,C4_Restrictions on gatherings,4.0,South Dakota
938,10,2020-04-28,C4_Restrictions on gatherings,-4.0,South Dakota
939,11,2020-04-03,C6_Stay at home requirements,1.0,South Dakota
940,12,2020-03-08,C7_Restrictions on internal movement,2.0,South Dakota
941,13,2020-03-15,C7_Restrictions on internal movement,-1.0,South Dakota
942,14,2020-03-02,C8_International travel controls,3.0,South Dakota
943,15,2020-02-27,H1_Public information campaigns,2.0,South Dakota
944,16,2020-01-21,H2_Testing policy,1.0,South Dakota
945,17,2020-03-02,H2_Testing policy,-1.0,South Dakota
946,18,2020-01-21,H3_Contact tracing,1.0,South Dakota
947,19,2020-04-04,H6_Facial Coverings,1.0,South Dakota
948,20,2020-12-15,H7_Vaccination policy,1.0,South Dakota
949,0,2020-03-13,C1_School closing,1.0,Tennessee
950,1,2020-03-17,C1_School closing,2.0,Tennessee
951,2,2020-08-17,C1_School closing,-1.0,Tennessee
952,3,2020-03-12,C2_Workplace closing,1.0,Tennessee
953,4,2020-08-17,C2_Workplace closing,-1.0,Tennessee
954,5,2020-03-13,C3_Cancel public events,1.0,Tennessee
955,6,2020-03-22,C4_Restrictions on gatherings,4.0,Tennessee
956,7,2020-04-28,C4_Restrictions on gatherings,-1.0,Tennessee
957,8,2020-11-23,C4_Restrictions on gatherings,1.0,Tennessee
958,9,2020-03-30,C5_Close public transport,1.0,Tennessee
959,10,2020-03-15,C6_Stay at home requirements,2.0,Tennessee
960,11,2020-05-08,C6_Stay at home requirements,-1.0,Tennessee
961,12,2020-03-13,C7_Restrictions on internal movement,1.0,Tennessee
962,13,2020-03-02,C8_International travel controls,3.0,Tennessee
963,14,2020-03-05,H1_Public information campaigns,1.0,Tennessee
964,15,2020-01-21,H2_Testing policy,1.0,Tennessee
965,16,2020-03-02,H2_Testing policy,-1.0,Tennessee
966,17,2020-04-15,H2_Testing policy,2.0,Tennessee
967,18,2020-01-21,H3_Contact tracing,1.0,Tennessee
968,19,2020-04-04,H6_Facial Coverings,1.0,Tennessee
969,20,2020-07-03,H6_Facial Coverings,2.0,Tennessee
970,21,2020-12-16,H7_Vaccination policy,1.0,Tennessee
971,0,2020-03-13,C1_School closing,1.0,Texas
972,1,2020-08-26,C1_School closing,-1.0,Texas
973,2,2020-03-12,C2_Workplace closing,1.0,Texas
974,3,2020-04-24,C2_Workplace closing,-1.0,Texas
975,4,2020-03-11,C3_Cancel public events,2.0,Texas
976,5,2020-05-30,C3_Cancel public events,-1.0,Texas
977,6,2020-06-03,C3_Cancel public events,1.0,Texas
978,7,2020-03-13,C4_Restrictions on gatherings,2.0,Texas
979,8,2020-05-30,C4_Restrictions on gatherings,-4.0,Texas
980,9,2020-06-23,C4_Restrictions on gatherings,3.0,Texas
981,10,2020-07-02,C4_Restrictions on gatherings,1.0,Texas
982,11,2020-03-20,C6_Stay at home requirements,1.0,Texas
983,12,2020-05-09,C6_Stay at home requirements,-1.0,Texas
984,13,2020-03-16,C7_Restrictions on internal movement,1.0,Texas
985,14,2020-05-21,C7_Restrictions on internal movement,-1.0,Texas
986,15,2020-01-28,C8_International travel controls,1.0,Texas
987,16,2020-03-02,C8_International travel controls,2.0,Texas
988,17,2020-03-16,H1_Public information campaigns,2.0,Texas
989,18,2020-01-21,H2_Testing policy,1.0,Texas
990,19,2020-03-02,H2_Testing policy,-1.0,Texas
991,20,2020-01-21,H3_Contact tracing,1.0,Texas
992,21,2020-04-04,H6_Facial Coverings,1.0,Texas
993,22,2020-04-13,H6_Facial Coverings,2.0,Texas
994,23,2020-04-27,H6_Facial Coverings,-2.0,Texas
995,24,2020-12-14,H7_Vaccination policy,1.0,Texas
996,0,2020-03-12,C1_School closing,2.0,Utah
997,1,2020-03-16,C1_School closing,1.0,Utah
998,2,2020-08-17,C1_School closing,-1.0,Utah
999,3,2020-03-12,C2_Workplace closing,1.0,Utah
1000,4,2020-05-01,C2_Workplace closing,-1.0,Utah
1001,5,2020-03-15,C3_Cancel public events,1.0,Utah
1002,6,2020-04-17,C3_Cancel public events,-1.0,Utah
1003,7,2020-03-16,C4_Restrictions on gatherings,2.0,Utah
1004,8,2020-05-01,C4_Restrictions on gatherings,-1.0,Utah
1005,9,2020-10-15,C4_Restrictions on gatherings,1.0,Utah
1006,10,2020-03-27,C6_Stay at home requirements,1.0,Utah
1007,11,2020-03-16,C7_Restrictions on internal movement,1.0,Utah
1008,12,2020-03-02,C8_International travel controls,3.0,Utah
1009,13,2020-02-24,H1_Public information campaigns,1.0,Utah
1010,14,2020-01-21,H2_Testing policy,1.0,Utah
1011,15,2020-03-02,H2_Testing policy,-1.0,Utah
1012,16,2020-01-21,H3_Contact tracing,1.0,Utah
1013,17,2020-10-16,H3_Contact tracing,-1.0,Utah
1014,18,2020-04-04,H6_Facial Coverings,1.0,Utah
1015,19,2020-11-23,H6_Facial Coverings,-2.0,Utah
1016,20,2020-12-16,H7_Vaccination policy,1.0,Utah
1017,0,2020-03-13,C1_School closing,1.0,Virginia
1018,1,2020-08-26,C1_School closing,-1.0,Virginia
1019,2,2020-03-12,C2_Workplace closing,1.0,Virginia
1020,3,2020-07-01,C2_Workplace closing,-1.0,Virginia
1021,4,2020-03-12,C3_Cancel public events,1.0,Virginia
1022,5,2020-07-01,C3_Cancel public events,-1.0,Virginia
1023,6,2020-03-24,C4_Restrictions on gatherings,4.0,Virginia
1024,7,2020-06-12,C4_Restrictions on gatherings,-1.0,Virginia
1025,8,2020-07-31,C4_Restrictions on gatherings,1.0,Virginia
1026,9,2020-03-30,C6_Stay at home requirements,2.0,Virginia
1027,10,2020-05-15,C6_Stay at home requirements,-1.0,Virginia
1028,11,2020-12-14,C6_Stay at home requirements,1.0,Virginia
1029,12,2020-03-12,C7_Restrictions on internal movement,2.0,Virginia
1030,13,2020-08-13,C7_Restrictions on internal movement,-1.0,Virginia
1031,14,2020-03-02,C8_International travel controls,3.0,Virginia
1032,15,2020-03-07,H1_Public information campaigns,1.0,Virginia
1033,16,2020-01-21,H2_Testing policy,1.0,Virginia
1034,17,2020-03-02,H2_Testing policy,-1.0,Virginia
1035,18,2020-01-21,H3_Contact tracing,1.0,Virginia
1036,19,2020-03-12,H6_Facial Coverings,1.0,Virginia
1037,20,2020-12-15,H7_Vaccination policy,2.0,Virginia
1038,0,2020-03-13,C1_School closing,1.0,Vermont
1039,1,2020-08-14,C1_School closing,-1.0,Vermont
1040,2,2020-03-12,C2_Workplace closing,1.0,Vermont
1041,3,2020-04-20,C2_Workplace closing,-1.0,Vermont
1042,4,2020-03-13,C3_Cancel public events,2.0,Vermont
1043,5,2020-03-13,C4_Restrictions on gatherings,2.0,Vermont
1044,6,2020-03-16,C4_Restrictions on gatherings,1.0,Vermont
1045,7,2020-06-01,C4_Restrictions on gatherings,-1.0,Vermont
1046,8,2020-03-24,C6_Stay at home requirements,2.0,Vermont
1047,9,2020-05-06,C6_Stay at home requirements,-1.0,Vermont
1048,10,2020-03-13,C7_Restrictions on internal movement,2.0,Vermont
1049,11,2020-03-02,C8_International travel controls,3.0,Vermont
1050,12,2020-01-28,H1_Public information campaigns,1.0,Vermont
1051,13,2020-01-21,H2_Testing policy,1.0,Vermont
1052,14,2020-03-02,H2_Testing policy,-1.0,Vermont
1053,15,2020-07-19,H2_Testing policy,-2.0,Vermont
1054,16,2020-10-01,H2_Testing policy,2.0,Vermont
1055,17,2020-01-21,H3_Contact tracing,1.0,Vermont
1056,18,2020-04-04,H6_Facial Coverings,1.0,Vermont
1057,19,2020-12-15,H7_Vaccination policy,2.0,Vermont
1058,0,2020-03-13,C1_School closing,1.0,Wisconsin
1059,1,2020-03-18,C1_School closing,2.0,Wisconsin
1060,2,2020-09-02,C1_School closing,-1.0,Wisconsin
1061,3,2020-03-12,C2_Workplace closing,1.0,Wisconsin
1062,4,2020-04-29,C2_Workplace closing,-1.0,Wisconsin
1063,5,2020-03-15,C3_Cancel public events,1.0,Wisconsin
1064,6,2020-05-26,C3_Cancel public events,-1.0,Wisconsin
1065,7,2020-03-17,C4_Restrictions on gatherings,4.0,Wisconsin
1066,8,2020-06-15,C4_Restrictions on gatherings,-2.0,Wisconsin
1067,9,2020-06-25,C4_Restrictions on gatherings,2.0,Wisconsin
1068,10,2020-03-18,C5_Close public transport,1.0,Wisconsin
1069,11,2020-03-25,C6_Stay at home requirements,2.0,Wisconsin
1070,12,2020-05-19,C6_Stay at home requirements,-1.0,Wisconsin
1071,13,2020-03-12,C7_Restrictions on internal movement,1.0,Wisconsin
1072,14,2020-03-02,C8_International travel controls,3.0,Wisconsin
1073,15,2020-01-17,H1_Public information campaigns,1.0,Wisconsin
1074,16,2020-01-21,H2_Testing policy,1.0,Wisconsin
1075,17,2020-01-21,H3_Contact tracing,1.0,Wisconsin
1076,18,2020-11-11,H3_Contact tracing,-1.0,Wisconsin
1077,19,2020-04-04,H6_Facial Coverings,1.0,Wisconsin
1078,20,2020-12-15,H7_Vaccination policy,2.0,Wisconsin
1079,0,2020-03-13,C1_School closing,3.0,West Virginia
1080,1,2020-08-24,C1_School closing,-1.0,West Virginia
1081,2,2020-03-12,C2_Workplace closing,1.0,West Virginia
1082,3,2020-04-30,C2_Workplace closing,-1.0,West Virginia
1083,4,2020-03-15,C3_Cancel public events,1.0,West Virginia
1084,5,2020-07-01,C3_Cancel public events,-1.0,West Virginia
1085,6,2020-03-23,C4_Restrictions on gatherings,4.0,West Virginia
1086,7,2020-05-04,C4_Restrictions on gatherings,-1.0,West Virginia
1087,8,2020-03-21,C6_Stay at home requirements,1.0,West Virginia
1088,9,2020-05-04,C6_Stay at home requirements,-1.0,West Virginia
1089,10,2020-03-12,C7_Restrictions on internal movement,1.0,West Virginia
1090,11,2020-05-10,C7_Restrictions on internal movement,-1.0,West Virginia
1091,12,2020-03-02,C8_International travel controls,3.0,West Virginia
1092,13,2020-02-26,H1_Public information campaigns,1.0,West Virginia
1093,14,2020-01-21,H2_Testing policy,1.0,West Virginia
1094,15,2020-03-02,H2_Testing policy,-1.0,West Virginia
1095,16,2020-05-18,H2_Testing policy,-2.0,West Virginia
1096,17,2020-09-14,H2_Testing policy,2.0,West Virginia
1097,18,2020-01-21,H3_Contact tracing,1.0,West Virginia
1098,19,2020-04-02,H6_Facial Coverings,1.0,West Virginia
1099,20,2020-12-14,H7_Vaccination policy,2.0,West Virginia
1100,0,2020-03-13,C1_School closing,1.0,Wyoming
1101,1,2020-03-19,C1_School closing,2.0,Wyoming
1102,2,2020-08-24,C1_School closing,-1.0,Wyoming
1103,3,2020-03-12,C2_Workplace closing,1.0,Wyoming
1104,4,2020-05-15,C2_Workplace closing,-1.0,Wyoming
1105,5,2020-03-15,C3_Cancel public events,1.0,Wyoming
1106,6,2020-05-27,C3_Cancel public events,-1.0,Wyoming
1107,7,2020-03-17,C4_Restrictions on gatherings,3.0,Wyoming
1108,8,2020-03-27,C4_Restrictions on gatherings,1.0,Wyoming
1109,9,2020-05-15,C4_Restrictions on gatherings,-1.0,Wyoming
1110,10,2020-04-11,C5_Close public transport,2.0,Wyoming
1111,11,2020-03-25,C6_Stay at home requirements,1.0,Wyoming
1112,12,2020-03-16,C7_Restrictions on internal movement,1.0,Wyoming
1113,13,2020-03-02,C8_International travel controls,3.0,Wyoming
1114,14,2020-01-27,H1_Public information campaigns,1.0,Wyoming
1115,15,2020-01-21,H2_Testing policy,1.0,Wyoming
1116,16,2020-03-02,H2_Testing policy,-1.0,Wyoming
1117,17,2020-01-21,H3_Contact tracing,1.0,Wyoming
1118,18,2020-04-04,H6_Facial Coverings,1.0,Wyoming
1119,19,2020-12-15,H7_Vaccination policy,1.0,Wyoming
0,0,2021-02-03,C1_School closing,-1.0,national
1,1,2021-05-23,C1_School closing,1.0,national
2,2,2021-03-23,C2_Workplace closing,-1.0,national
3,3,2021-06-14,C2_Workplace closing,1.0,national
4,4,2021-03-23,C3_Cancel public events,-1.0,national
5,5,2021-06-14,C3_Cancel public events,1.0,national
6,6,2021-07-08,C4_Restrictions on gatherings,-1.0,national
7,7,2021-08-10,C4_Restrictions on gatherings,1.0,national
8,8,2021-03-04,C6_Stay at home requirements,-1.0,national
9,9,2021-03-29,C7_Restrictions on internal movement,-1.0,national
10,10,2021-06-14,C7_Restrictions on internal movement,1.0,national
11,11,2021-06-14,C8_International travel controls,-1.0,national
12,12,2021-06-21,C8_International travel controls,1.0,national
13,13,2021-11-08,C8_International travel controls,-2.0,national
14,14,2021-05-23,H6_Facial Coverings,-1.0,national
15,15,2021-02-27,H7_Vaccination policy,1.0,national
0,0,2021-01-19,C1_School closing,-1.0,Alaska
1,1,2021-07-10,C2_Workplace closing,-1.0,Alaska
2,2,2021-08-05,C2_Workplace closing,1.0,Alaska
3,3,2021-03-08,C3_Cancel public events,-1.0,Alaska
4,4,2021-03-08,C4_Restrictions on gatherings,-1.0,Alaska
5,5,2021-11-22,C6_Stay at home requirements,-1.0,Alaska
6,6,2021-04-26,C7_Restrictions on internal movement,-1.0,Alaska
7,7,2021-11-08,C8_International travel controls,-2.0,Alaska
8,8,2021-11-22,H6_Facial Coverings,-1.0,Alaska
9,9,2021-02-11,H7_Vaccination policy,1.0,Alaska
10,10,2021-03-09,H7_Vaccination policy,2.0,Alaska
11,0,2021-04-05,C1_School closing,-1.0,Alabama
12,1,2021-09-27,C1_School closing,1.0,Alabama
13,2,2021-04-21,C2_Workplace closing,-1.0,Alabama
14,3,2021-08-15,C3_Cancel public events,-1.0,Alabama
15,4,2021-01-18,C5_Close public transport,1.0,Alabama
16,5,2021-03-22,C5_Close public transport,-1.0,Alabama
17,6,2021-04-09,C6_Stay at home requirements,-1.0,Alabama
18,7,2021-11-08,C8_International travel controls,-2.0,Alabama
19,8,2021-02-01,H2_Testing policy,-1.0,Alabama
20,9,2021-07-19,H2_Testing policy,1.0,Alabama
21,10,2021-04-09,H6_Facial Coverings,-1.0,Alabama
22,11,2021-09-17,H6_Facial Coverings,1.0,Alabama
23,12,2021-03-22,H7_Vaccination policy,1.0,Alabama
24,0,2021-02-28,C1_School closing,-1.0,Arkansas
25,1,2021-09-07,C1_School closing,1.0,Arkansas
26,2,2021-02-16,C2_Workplace closing,-1.0,Arkansas
27,3,2021-09-14,C3_Cancel public events,-1.0,Arkansas
28,4,2021-01-02,C4_Restrictions on gatherings,3.0,Arkansas
29,5,2021-02-26,C4_Restrictions on gatherings,-4.0,Arkansas
30,6,2021-07-28,C5_Close public transport,-1.0,Arkansas
31,7,2021-04-02,C6_Stay at home requirements,-1.0,Arkansas
32,8,2021-11-08,C8_International travel controls,-2.0,Arkansas
33,9,2021-01-05,H2_Testing policy,1.0,Arkansas
34,10,2021-07-28,H3_Contact tracing,-1.0,Arkansas
35,11,2021-04-01,H6_Facial Coverings,-1.0,Arkansas
36,12,2021-01-18,H7_Vaccination policy,1.0,Arkansas
37,13,2021-03-30,H7_Vaccination policy,2.0,Arkansas
38,0,2021-03-15,C1_School closing,-1.0,Arizona
39,1,2021-01-05,C2_Workplace closing,1.0,Arizona
40,2,2021-03-05,C2_Workplace closing,-1.0,Arizona
41,3,2021-03-09,C3_Cancel public events,-1.0,Arizona
42,4,2021-04-06,C4_Restrictions on gatherings,-3.0,Arizona
43,5,2021-04-02,C6_Stay at home requirements,-1.0,Arizona
44,6,2021-11-08,C8_International travel controls,-2.0,Arizona
45,7,2021-03-25,H6_Facial Coverings,-1.0,Arizona
46,8,2021-04-06,H6_Facial Coverings,1.0,Arizona
47,9,2021-01-05,H7_Vaccination policy,2.0,Arizona
48,10,2021-02-26,H7_Vaccination policy,1.0,Arizona
49,11,2021-03-01,H7_Vaccination policy,-1.0,Arizona
50,0,2021-03-05,C1_School closing,-1.0,California
51,1,2021-06-15,C2_Workplace closing,-2.0,California
52,2,2021-10-18,C2_Workplace closing,1.0,California
53,3,2021-06-15,C3_Cancel public events,-1.0,California
54,4,2021-06-15,C4_Restrictions on gatherings,-3.0,California
55,5,2021-01-27,C6_Stay at home requirements,-1.0,California
56,6,2021-03-16,C6_Stay at home requirements,1.0,California
57,7,2021-03-01,C7_Restrictions on internal movement,-1.0,California
58,8,2021-04-25,C7_Restrictions on internal movement,1.0,California
59,9,2021-11-08,C8_International travel controls,-2.0,California
60,10,2021-01-10,H3_Contact tracing,-1.0,California
61,11,2021-06-04,H3_Contact tracing,1.0,California
62,12,2021-06-08,H6_Facial Coverings,-1.0,California
63,13,2021-03-15,H7_Vaccination policy,1.0,California
64,14,2021-04-15,H7_Vaccination policy,2.0,California
65,0,2021-07-20,C1_School closing,-1.0,Colorado
66,1,2021-10-26,C1_School closing,1.0,Colorado
67,2,2021-01-17,C2_Workplace closing,-1.0,Colorado
68,3,2021-01-17,C3_Cancel public events,1.0,Colorado
69,4,2021-02-02,C3_Cancel public events,-1.0,Colorado
70,5,2021-04-16,C4_Restrictions on gatherings,-2.0,Colorado
71,6,2021-07-20,C4_Restrictions on gatherings,1.0,Colorado
72,7,2021-01-17,C6_Stay at home requirements,1.0,Colorado
73,8,2021-02-02,C6_Stay at home requirements,-1.0,Colorado
74,9,2021-11-08,C8_International travel controls,-2.0,Colorado
75,10,2021-03-27,H2_Testing policy,1.0,Colorado
76,11,2021-01-10,H3_Contact tracing,-1.0,Colorado
77,12,2021-04-03,H6_Facial Coverings,-1.0,Colorado
78,13,2021-05-02,H6_Facial Coverings,1.0,Colorado
79,14,2021-03-27,H7_Vaccination policy,2.0,Colorado
80,15,2021-04-02,H7_Vaccination policy,1.0,Colorado
81,0,2021-06-01,C1_School closing,-2.0,Connecticut
82,1,2021-08-30,C1_School closing,1.0,Connecticut
83,2,2021-05-01,C2_Workplace closing,-1.0,Connecticut
84,3,2021-08-15,C3_Cancel public events,-1.0,Connecticut
85,4,2021-03-19,C4_Restrictions on gatherings,-1.0,Connecticut
86,5,2021-06-01,C4_Restrictions on gatherings,-3.0,Connecticut
87,6,2021-03-02,C5_Close public transport,-1.0,Connecticut
88,7,2021-04-02,C6_Stay at home requirements,-1.0,Connecticut
89,8,2021-03-19,C7_Restrictions on internal movement,-1.0,Connecticut
90,9,2021-11-08,C8_International travel controls,-2.0,Connecticut
91,10,2021-05-19,H6_Facial Coverings,-1.0,Connecticut
92,11,2021-01-18,H7_Vaccination policy,1.0,Connecticut
93,12,2021-01-19,H7_Vaccination policy,-1.0,Connecticut
94,13,2021-03-01,H7_Vaccination policy,2.0,Connecticut
95,0,2021-01-01,C1_School closing,1.0,Washington
96,1,2021-01-02,C1_School closing,-1.0,Washington
97,2,2021-04-06,C1_School closing,2.0,Washington
98,3,2021-04-06,C1_School closing,-2.0,Washington
99,4,2021-01-01,C2_Workplace closing,-1.0,Washington
100,5,2021-01-02,C2_Workplace closing,1.0,Washington
101,6,2021-01-22,C2_Workplace closing,-2.0,Washington
102,7,2021-08-10,C2_Workplace closing,2.0,Washington
103,8,2021-03-01,C3_Cancel public events,-1.0,Washington
104,9,2021-03-01,C3_Cancel public events,1.0,Washington
105,10,2021-01-01,C4_Restrictions on gatherings,1.0,Washington
106,11,2021-01-02,C4_Restrictions on gatherings,-1.0,Washington
107,12,2021-05-01,C4_Restrictions on gatherings,-2.0,Washington
108,13,2021-05-02,C4_Restrictions on gatherings,2.0,Washington
109,14,2021-05-21,C4_Restrictions on gatherings,-3.0,Washington
110,15,2021-05-21,C4_Restrictions on gatherings,3.0,Washington
111,16,2021-01-01,C5_Close public transport,1.0,Washington
112,17,2021-01-02,C5_Close public transport,-1.0,Washington
113,18,2021-04-02,C6_Stay at home requirements,-1.0,Washington
114,19,2021-04-03,C6_Stay at home requirements,1.0,Washington
115,20,2021-01-01,C7_Restrictions on internal movement,-1.0,Washington
116,21,2021-01-02,C7_Restrictions on internal movement,1.0,Washington
117,22,2021-11-08,C8_International travel controls,-2.0,Washington
118,23,2021-01-01,H2_Testing policy,-1.0,Washington
119,24,2021-01-02,H2_Testing policy,1.0,Washington
120,25,2021-01-01,H3_Contact tracing,-1.0,Washington
121,26,2021-01-02,H3_Contact tracing,1.0,Washington
122,27,2021-05-16,H6_Facial Coverings,-1.0,Washington
123,28,2021-05-16,H6_Facial Coverings,1.0,Washington
124,29,2021-01-19,H7_Vaccination policy,1.0,Washington
125,30,2021-01-19,H7_Vaccination policy,-1.0,Washington
126,31,2021-04-12,H7_Vaccination policy,2.0,Washington
127,32,2021-04-13,H7_Vaccination policy,-2.0,Washington
128,0,2021-11-09,C1_School closing,-1.0,Delaware
129,1,2021-02-04,C2_Workplace closing,-1.0,Delaware
130,2,2021-04-20,C2_Workplace closing,1.0,Delaware
131,3,2021-08-15,C3_Cancel public events,-1.0,Delaware
132,4,2021-05-21,C4_Restrictions on gatherings,-2.0,Delaware
133,5,2021-04-02,C6_Stay at home requirements,-1.0,Delaware
134,6,2021-11-08,C8_International travel controls,-2.0,Delaware
135,7,2021-02-02,H3_Contact tracing,-1.0,Delaware
136,8,2021-02-23,H3_Contact tracing,1.0,Delaware
137,9,2021-02-12,H6_Facial Coverings,-1.0,Delaware
138,10,2021-01-20,H7_Vaccination policy,1.0,Delaware
139,11,2021-04-06,H7_Vaccination policy,2.0,Delaware
140,0,2021-01-25,C1_School closing,-1.0,Florida
141,1,2021-09-01,C1_School closing,2.0,Florida
142,2,2021-09-08,C1_School closing,-2.0,Florida
143,3,2021-11-09,C1_School closing,1.0,Florida
144,4,2021-03-20,C2_Workplace closing,1.0,Florida
145,5,2021-04-13,C2_Workplace closing,-1.0,Florida
146,6,2021-08-15,C3_Cancel public events,-1.0,Florida
147,7,2021-05-03,C4_Restrictions on gatherings,-4.0,Florida
148,8,2021-04-13,C6_Stay at home requirements,-2.0,Florida
149,9,2021-03-20,C7_Restrictions on internal movement,1.0,Florida
150,10,2021-04-15,C7_Restrictions on internal movement,-1.0,Florida
151,11,2021-11-08,C8_International travel controls,-2.0,Florida
152,12,2021-04-25,H2_Testing policy,1.0,Florida
153,13,2021-05-03,H6_Facial Coverings,-1.0,Florida
154,14,2021-02-26,H7_Vaccination policy,1.0,Florida
155,0,2021-02-23,C1_School closing,-1.0,Georgia
156,1,2021-08-31,C2_Workplace closing,-1.0,Georgia
157,2,2021-08-24,C3_Cancel public events,1.0,Georgia
158,3,2021-08-31,C3_Cancel public events,-2.0,Georgia
159,4,2021-04-08,C4_Restrictions on gatherings,-3.0,Georgia
160,5,2021-04-08,C6_Stay at home requirements,-2.0,Georgia
161,6,2021-11-08,C8_International travel controls,-2.0,Georgia
162,7,2021-08-31,H6_Facial Coverings,1.0,Georgia
163,8,2021-02-15,H7_Vaccination policy,1.0,Georgia
164,0,2021-06-18,C1_School closing,-1.0,Hawaii
165,1,2021-07-08,C2_Workplace closing,-1.0,Hawaii
166,2,2021-07-08,C3_Cancel public events,-1.0,Hawaii
167,3,2021-07-08,C4_Restrictions on gatherings,-1.0,Hawaii
168,4,2021-08-10,C4_Restrictions on gatherings,1.0,Hawaii
169,5,2021-03-16,C5_Close public transport,-1.0,Hawaii
170,6,2021-05-18,C6_Stay at home requirements,-1.0,Hawaii
171,7,2021-06-15,C7_Restrictions on internal movement,-1.0,Hawaii
172,8,2021-11-08,C8_International travel controls,-2.0,Hawaii
173,9,2021-02-02,H3_Contact tracing,-1.0,Hawaii
174,10,2021-03-10,H3_Contact tracing,1.0,Hawaii
175,11,2021-09-14,H6_Facial Coverings,-1.0,Hawaii
176,12,2021-03-15,H7_Vaccination policy,1.0,Hawaii
177,13,2021-04-19,H7_Vaccination policy,2.0,Hawaii
178,0,2021-01-11,C1_School closing,1.0,Iowa
179,1,2021-01-25,C1_School closing,-1.0,Iowa
180,2,2021-11-14,C1_School closing,2.0,Iowa
181,3,2021-04-21,C2_Workplace closing,-1.0,Iowa
182,4,2021-08-15,C3_Cancel public events,-1.0,Iowa
183,5,2021-04-02,C6_Stay at home requirements,-1.0,Iowa
184,6,2021-11-08,C8_International travel controls,-2.0,Iowa
